pair_index,max_processing_time
0,3.06123805046082
1,3.04506993293762
2,2.98355412483215
3,2.80291390419006
4,2.84179282188416
5,2.92273330688477
6,3.19280624389648
7,2.99378204345703
8,3.01391935348511
9,3.00660157203674
10,2.98517417907715
11,3.11411762237549
12,2.88323378562927
13,3.02638578414917
14,3.02017593383789
15,2.97743964195251
16,3.18133187294006
17,2.97672557830811
18,2.97759413719177
19,2.96964907646179
20,3.01077747344971
21,3.16110372543335
22,2.98707365989685
23,3.01911520957947
24,3.04128003120422
25,2.9836413860321
26,3.06229996681213
27,2.98348069190979
28,3.01452350616455
29,3.00597953796387
30,2.99118828773499
31,3.15121293067932
32,2.99012064933777
33,2.97680163383484
34,2.98234629631043
35,3.06391382217407
36,3.20752811431885
37,3.06973099708557
38,2.96727275848389
39,3.07194972038269
40,3.09110641479492
41,3.25875091552734
42,3.05127239227295
43,3.00683403015137
44,3.03036904335022
45,3.01600670814514
46,3.21913313865662
47,3.11244034767151
48,3.09150767326355
49,3.04905247688293
50,3.33387327194214
51,3.13290882110596
52,3.13687443733215
53,3.08992290496826
54,3.08300065994263
55,3.30421566963196
56,3.16571021080017
57,3.1814329624176
58,3.1238968372345
59,3.06886720657349
60,3.25199031829834
61,3.12416243553162
62,3.01586365699768
63,3.11856722831726
64,3.11446237564087
65,3.26514530181885
66,3.10903191566467
67,3.06840300559998
68,3.02691292762756
69,3.26927423477173
70,3.06028127670288
71,3.07082509994507
72,3.06829142570496
73,3.04505515098572
74,3.18792033195496
75,3.08696603775024
76,3.09399390220642
77,3.08922362327576
78,3.12255311012268
79,3.18634676933289
80,2.99167823791504
81,3.06656002998352
82,3.08127021789551
83,3.02651214599609
84,3.15404462814331
85,3.08529806137085
86,3.06749606132507
87,3.09569430351257
88,3.04649949073792
89,3.28611898422241
90,2.97761178016663
91,2.97054815292358
92,3.01819515228272
93,3.03002309799194
94,3.26176595687866
95,2.98055791854858
96,2.96087646484375
97,3.05342698097229
98,3.06309747695923
99,3.22576093673706
100,2.990807056427
101,3.0781409740448
102,2.98652648925781
103,3.24806571006775
104,3.0614013671875
105,3.04873776435852
106,3.04454040527344
107,3.07926845550537
108,3.24339818954468
109,3.05600261688232
110,2.93126058578491
111,3.02999925613403
112,3.05697464942932
113,3.13679361343384
114,3.01220393180847
115,3.02032470703125
116,2.97897887229919
117,3.02007508277893
118,3.06758785247803
119,3.00818252563477
120,3.05521273612976
121,3.07889461517334
122,3.08149981498718
123,3.27746033668518
124,3.18998217582703
125,3.10551190376282
126,3.01792693138123
127,3.100998878479
128,3.19667458534241
129,3.13937449455261
130,3.06806564331055
131,3.09380841255188
132,3.15056395530701
133,3.22296833992004
134,3.11830163002014
135,3.0649299621582
136,3.14998149871826
137,3.24720549583435
138,3.12909626960754
139,3.04211902618408
140,3.13519430160522
141,3.14419984817505
142,3.18507695198059
143,3.06647443771362
144,3.12905287742615
145,3.09551692008972
146,2.56476521492004
,452.033189058304
