30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,1,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,2,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,3,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,4,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,5,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,6,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,7,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,8,0.0000
30fps_bend_clip_6,0000,0.398,0.344,0.630,0.999,9,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,1,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,2,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,3,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,4,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,5,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,6,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,7,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,8,0.0000
30fps_bend_clip_6,0001,0.409,0.201,0.626,0.996,9,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,1,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,2,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,3,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,4,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,5,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,6,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,7,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,8,0.0000
30fps_bend_clip_6,0002,0.438,0.011,0.648,0.999,9,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,1,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,2,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,3,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,4,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,5,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,6,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,7,0.0000
30fps_bend_clip_6,0003,0.413,0.086,0.622,0.962,8,0.0000
