pair_index,max_processing_time
0,2.40195274353027
1,2.37652468681335
2,2.4251115322113
3,2.42434668540955
4,2.51460146903992
5,2.40664148330688
6,2.15807747840881
7,2.2749240398407
8,2.19829678535461
9,2.26478815078735
10,2.31882214546204
11,2.44124388694763
12,2.33811783790588
13,2.2328360080719
14,2.28644824028015
15,2.23898482322693
16,2.17616152763367
17,2.19035196304321
18,2.26403284072876
19,2.21584153175354
20,2.17250776290894
21,2.17034816741943
22,2.19957542419434
23,2.29849529266357
24,2.18211841583252
25,2.25153350830078
26,2.38414120674133
27,2.39706039428711
28,2.39885759353638
29,2.43917107582092
30,2.43487691879272
31,2.41830539703369
32,2.23172497749329
33,2.34107494354248
34,2.40939998626709
35,2.36341142654419
36,2.35373520851135
37,2.41903710365295
38,2.34045100212097
39,2.32602620124817
40,2.30403161048889
41,2.49980282783508
42,2.37822008132935
43,2.268061876297
44,2.27688550949097
45,2.24203157424927
46,2.24664282798767
47,2.32349967956543
48,2.42490220069885
49,2.34751987457275
50,2.30482053756714
51,2.21264863014221
52,2.21425724029541
53,2.2992262840271
54,2.30896353721619
55,2.31977343559265
56,2.26694083213806
57,2.43423056602478
58,2.35885262489319
59,2.19682502746582
60,2.27440690994263
61,2.20234203338623
62,2.23646330833435
63,2.26052260398865
64,2.2405858039856
65,2.26255655288696
66,2.30798149108887
67,2.4180166721344
68,2.49055051803589
69,2.37904262542725
70,2.32727122306824
71,2.32839894294739
72,2.2379937171936
73,2.23654937744141
74,2.29741191864014
75,2.25106859207153
76,2.24198436737061
77,2.25865030288696
78,2.24334335327148
79,2.23526811599731
80,2.25282406806946
81,2.27031636238098
82,2.25448393821716
83,2.26587414741516
84,2.26161766052246
85,2.26963090896606
86,2.22247123718262
87,2.23490452766419
88,2.22841835021973
89,2.23844242095947
90,2.27254271507263
91,2.19570851325989
92,2.21787405014038
93,2.22295188903809
94,2.19117522239685
95,2.21700119972229
96,2.2155065536499
97,2.24590182304382
98,2.223064661026
99,2.2201509475708
100,2.23587203025818
101,2.2335364818573
102,2.27074241638184
103,2.22834157943726
104,2.23630809783936
105,2.21197938919067
106,2.24252486228943
107,2.22774076461792
108,2.21669173240662
109,2.22643947601318
110,2.22772121429443
111,2.200364112854
112,2.23874759674072
113,2.22519540786743
114,2.24104571342468
115,2.23321175575256
116,2.20315289497376
117,2.25168251991272
118,2.20831894874573
119,2.2155749797821
120,2.22849178314209
121,2.21220684051514
122,2.22882270812988
123,2.21979999542236
124,2.24215650558472
125,2.2167489528656
126,2.19738483428955
127,2.23888731002808
128,2.19264125823975
129,2.23218011856079
130,2.29822468757629
131,2.2483012676239
132,2.20908617973328
133,2.20447587966919
134,2.21209025382996
135,2.18870687484741
136,2.21587443351746
137,2.25459122657776
138,2.173996925354
139,2.19163179397583
140,2.17456912994385
141,2.189861536026
142,2.16527605056763
143,2.25905108451843
144,2.19233441352844
145,2.19207882881165
146,2.21635365486145
147,2.19210457801819
148,2.1838538646698
149,2.19386124610901
150,2.16475582122803
151,2.19593262672424
152,2.1613883972168
153,2.18244099617004
154,2.20449209213257
155,2.19642114639282
156,2.22262310981751
157,2.21085619926453
158,2.24035716056824
159,2.22373247146606
160,2.21640086174011
161,2.25283694267273
162,2.26933860778809
163,2.24408102035522
164,2.27583146095276
165,2.23175263404846
166,2.25656318664551
167,2.25186729431152
168,2.24370551109314
169,2.25837564468384
170,2.22992944717407
171,2.22614741325378
172,2.24920630455017
173,2.23287868499756
174,2.26995635032654
175,2.20789909362793
176,2.24752283096313
177,2.24758100509644
178,2.32900476455688
179,2.26148819923401
180,2.26740288734436
181,2.28388524055481
182,2.26706552505493
183,2.27578186988831
184,2.2576322555542
185,2.24837970733643
186,2.30068206787109
187,2.23820328712463
188,2.28206419944763
189,2.30981349945068
190,2.33855700492859
191,2.28031277656555
192,1.283127784729
,435.938475847244
