pair_index,max_processing_time
0,4.17097783088684
1,4.24353671073914
2,4.16555881500244
3,4.10490679740906
4,4.09328031539917
5,4.24268198013306
6,4.24621152877808
7,4.16328907012939
8,4.18300104141235
9,4.10558724403381
10,4.17242240905762
11,4.21724104881287
12,4.20385146141052
13,4.18627834320068
14,4.17915439605713
15,4.18259716033936
16,4.17494463920593
17,4.1722149848938
18,4.21358132362366
19,4.16602325439453
20,4.21108961105347
21,4.21900796890259
22,4.19710898399353
23,4.21559143066406
24,4.25063014030457
25,4.26849579811096
26,4.23596787452698
27,4.30656170845032
28,4.24233388900757
29,4.24900007247925
30,4.22309684753418
31,4.3013231754303
32,4.51217937469482
33,4.75421261787415
34,4.50806260108948
35,4.63019490242004
36,4.58568835258484
37,4.6605339050293
38,4.92762327194214
39,4.76071190834045
40,4.4100980758667
41,4.29100370407105
42,4.2847843170166
43,4.30375456809998
44,4.1973991394043
45,4.20190787315369
46,4.22632312774658
47,4.22498965263367
48,4.23783683776856
49,4.2170193195343
50,4.34127759933472
51,4.59153890609741
52,4.49296927452087
53,4.75795364379883
54,4.39760828018189
55,4.27521896362305
56,4.24007248878479
57,4.38696932792664
58,4.23060750961304
59,4.27226948738098
60,4.39181780815125
61,4.31001329421997
62,4.21646857261658
63,4.24689054489136
64,4.34330558776856
65,4.42129683494568
66,4.28936505317688
67,4.58614206314087
68,4.54823017120361
69,4.42530822753906
70,4.42908310890198
71,4.77518582344055
72,4.45436978340149
73,4.41796660423279
74,4.35785150527954
75,4.31621360778809
76,4.41318225860596
77,4.23053431510925
78,4.19570803642273
79,4.29406666755676
80,4.40787434577942
81,4.49201107025147
82,4.5317554473877
83,4.4499363899231
84,4.53335523605347
85,4.53404760360718
86,4.66410183906555
87,4.74220609664917
88,4.61319041252136
89,4.61275315284729
90,4.52812027931213
91,4.70655274391174
92,4.5168764591217
93,4.64198231697083
94,4.60172033309937
95,4.64801406860352
96,4.53323650360107
97,3.87568259239197
,427.724773645401
