clip,total_time,load_time,inference_time,postprocess_time,save_time
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0001.avi,14.60776662826538,0.16880559921264648,10.588776350021362,2.988969326019287,0.7041888236999512
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0002.avi,14.729354619979858,0.1781330108642578,10.448129177093506,3.2884533405303955,0.684821605682373
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0004.avi,14.491575956344604,0.21996355056762695,10.365237951278687,3.202852725982666,0.5727980136871338
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0003.avi,14.584289073944092,0.22321629524230957,10.280787944793701,3.2398507595062256,0.7010626792907715
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0005.avi,14.916900873184204,0.22591710090637207,10.509522438049316,3.224938154220581,0.7390451431274414
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0006.avi,15.008625984191895,0.2229909896850586,10.414780139923096,3.224482536315918,0.9120678901672363
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0008.avi,14.266239881515503,0.2595555782318115,11.093395709991455,2.163250207901001,0.6238665580749512
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0007.avi,14.319571018218994,0.23199796676635742,11.083553791046143,2.258942127227783,0.6311624050140381
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0010.avi,14.080138921737671,0.1634514331817627,11.267670392990112,2.040208578109741,0.4923670291900635
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0009.avi,14.080398559570312,0.19408512115478516,11.306314468383789,2.041637659072876,0.4346351623535156
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0011.avi,14.572276592254639,0.1493065357208252,10.856985092163086,2.7592358589172363,0.690208911895752
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0012.avi,14.616041898727417,0.12175369262695312,10.782503128051758,2.699369430541992,0.8008928298950195
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0014.avi,14.28999638557434,0.1888420581817627,10.985524654388428,2.390376567840576,0.5907633304595947
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0013.avi,14.424813270568848,0.19185256958007812,10.855746030807495,2.522702693939209,0.6925837993621826
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0015.avi,14.180813312530518,0.16928982734680176,11.137565851211548,2.1531052589416504,0.5969905853271484
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0016.avi,14.204729080200195,0.1694653034210205,10.932300329208374,2.2825357913970947,0.703559160232544
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0017.avi,14.338786363601685,0.13337230682373047,11.03295111656189,2.4207682609558105,0.6323237419128418
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0018.avi,14.389341831207275,0.15958261489868164,11.103923320770264,2.2866485118865967,0.7280657291412354
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0019.avi,14.391017198562622,0.21206426620483398,11.057562351226807,2.35825777053833,0.6421787738800049
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0020.avi,14.449220418930054,0.17998671531677246,11.003849029541016,2.5276408195495605,0.6032321453094482
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0022.avi,15.008047819137573,0.18824243545532227,11.129852056503296,2.8712496757507324,0.6911656856536865
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0021.avi,15.035804748535156,0.22493982315063477,11.140228033065796,2.8967044353485107,0.639373779296875
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0023.avi,14.808195352554321,0.15004658699035645,11.03266954421997,2.8473024368286133,0.6513924598693848
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0024.avi,14.8394775390625,0.12433290481567383,11.281985759735107,2.655874013900757,0.6506011486053467
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0026.avi,15.00480341911316,0.1390230655670166,11.14271879196167,2.8494887351989746,0.7264041900634766
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0025.avi,15.085988283157349,0.1691422462463379,11.257073879241943,2.866635799407959,0.6650762557983398
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0027.avi,14.339486360549927,0.21302151679992676,11.034945964813232,2.422330617904663,0.5559377670288086
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0028.avi,14.420391321182251,0.17818903923034668,11.243451118469238,2.2699716091156006,0.609438419342041
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0029.avi,14.215123653411865,0.14877557754516602,11.12209439277649,2.2683959007263184,0.5686779022216797
/home/wxn/PycharmProjects/MENGProject/input/2024_11_14_16:54_observation_1/clip_0030.avi,14.345738410949707,0.16206121444702148,11.062083959579468,2.420792579650879,0.5850851535797119
