Frame,Frame Processing Time (s),DeepFace Analysis Time (s)
104,0.009439229965209961,0
105,0.005204916000366211,0
106,0.010387897491455078,0
107,0.005712747573852539,0
108,0.0037407875061035156,0
109,0.004655599594116211,0
110,0.004489421844482422,0
111,0.004243135452270508,0
112,0.005345582962036133,0
113,0.0026578903198242188,0
114,0.0029497146606445312,0
115,0.0024819374084472656,0
116,0.002440214157104492,0
117,0.0032787322998046875,0
118,0.009435892105102539,0
119,0.008763551712036133,0
120,0.08761119842529297,0
121,0.003069639205932617,0
122,0.002771139144897461,0
123,0.0031604766845703125,0
124,0.002673625946044922,0
125,0.0025153160095214844,0
126,0.002772808074951172,0
127,0.0025093555450439453,0
128,0.0034873485565185547,0
129,0.0026950836181640625,0
130,0.0026903152465820312,0
131,0.002877950668334961,0
132,0.0028662681579589844,0
133,0.007237672805786133,0
134,0.0039026737213134766,0
135,0.013782739639282227,0
136,0.023216724395751953,0
137,0.0026099681854248047,0
138,0.0028228759765625,0
139,0.003785848617553711,0
140,0.008614778518676758,0
141,0.016817331314086914,0
142,0.007695436477661133,0
143,0.008464574813842773,0
144,0.0053730010986328125,0
145,0.0027654170989990234,0
146,0.007035732269287109,0
147,0.0031549930572509766,0
148,0.008980035781860352,0
149,0.0032455921173095703,0
150,0.007322788238525391,0
151,0.0030400753021240234,0
152,0.01410818099975586,0
153,0.01234745979309082,0
154,0.002582550048828125,0
155,0.002747058868408203,0
156,0.0028526782989501953,0
157,0.0024633407592773438,0
158,0.0024716854095458984,0
159,0.0025453567504882812,0
160,0.0023927688598632812,0
161,0.0030078887939453125,0
162,0.0026149749755859375,0
163,0.002386808395385742,0
164,0.0025496482849121094,0
165,0.002609729766845703,0
166,0.0028142929077148438,0
167,0.0025360584259033203,0
168,0.002226591110229492,0
169,0.0025506019592285156,0
170,0.0023844242095947266,0
171,0.0024085044860839844,0
172,0.002370595932006836,0
173,0.002688884735107422,0
174,0.0022721290588378906,0
175,0.0024869441986083984,0
176,0.002409696578979492,0
177,0.002223491668701172,0
178,0.0025022029876708984,0
179,0.002871274948120117,0
180,0.004607439041137695,0
181,0.002582550048828125,0
182,0.0025000572204589844,0
183,0.002254486083984375,0
184,0.0024747848510742188,0
185,0.0026514530181884766,0
186,0.002438783645629883,0
187,0.002443075180053711,0
188,0.0024194717407226562,0
189,0.002162933349609375,0
190,0.002199411392211914,0
191,0.0021796226501464844,0
192,0.002377748489379883,0
193,0.0024461746215820312,0
194,0.002174854278564453,0
195,0.002283334732055664,0
196,0.002237558364868164,0
197,0.0022253990173339844,0
198,0.0020999908447265625,0
199,0.0025358200073242188,0
200,0.002223491668701172,0
201,0.002482891082763672,0
202,0.0023870468139648438,0
203,0.002582550048828125,0
204,0.0044956207275390625,0
205,0.003044605255126953,0
206,0.002624988555908203,0
207,0.0026128292083740234,0
208,0.0026950836181640625,0
209,0.0029146671295166016,0
210,0.0048487186431884766,0
211,0.0024182796478271484,0
212,0.0023970603942871094,0
213,0.0025589466094970703,0
214,0.0024039745330810547,0
215,0.003082275390625,0
216,0.0022525787353515625,0
217,0.0021550655364990234,0
218,0.002112865447998047,0
219,0.0021352767944335938,0
220,0.0023021697998046875,0
221,0.0026895999908447266,0
222,0.0027871131896972656,0
223,0.0026273727416992188,0
224,0.002651214599609375,0
225,0.002389192581176758,0
226,0.0023279190063476562,0
227,0.0025420188903808594,0
228,0.0025022029876708984,0
229,0.0026581287384033203,0
230,0.0026412010192871094,0
231,0.0025718212127685547,0
232,0.0022916793823242188,0
233,0.0028047561645507812,0
234,0.002183675765991211,0
235,0.0022656917572021484,0
236,0.0023527145385742188,0
237,0.0024056434631347656,0
238,0.0024590492248535156,0
239,0.0023145675659179688,0
240,0.0041446685791015625,0
241,0.0027506351470947266,0
242,0.0025930404663085938,0
243,0.0024039745330810547,0
244,0.0025854110717773438,0
245,0.0024204254150390625,0
246,0.00223541259765625,0
247,0.002335786819458008,0
248,0.002524137496948242,0
249,0.002321958541870117,0
250,0.0026445388793945312,0
251,0.002448558807373047,0
252,0.002493143081665039,0
253,0.0023272037506103516,0
254,0.0025179386138916016,0
255,0.0024318695068359375,0
256,0.002405405044555664,0
257,0.0024068355560302734,0
258,0.0022606849670410156,0
259,0.0022683143615722656,0
260,0.002374410629272461,0
261,0.0022308826446533203,0
262,0.0020961761474609375,0
263,0.002258777618408203,0
264,0.0021915435791015625,0
265,0.0025801658630371094,0
266,0.002488374710083008,0
267,0.0023956298828125,0
268,0.0028276443481445312,0
269,0.003453969955444336,0
270,0.005769252777099609,0
271,0.005069255828857422,0
272,0.004283428192138672,0
273,0.003193378448486328,0
274,0.0032389163970947266,0
275,0.004183292388916016,0
276,0.003641366958618164,0
277,0.0044078826904296875,0
278,0.0040972232818603516,0
279,0.0036275386810302734,0
280,0.0036268234252929688,0
281,0.004418134689331055,0
282,0.004509449005126953,0
283,0.003484964370727539,0
284,0.005090236663818359,0
285,0.0042057037353515625,0
286,0.002917051315307617,0
287,0.0035390853881835938,0
288,0.0030624866485595703,0
289,0.0042057037353515625,0
290,0.0035681724548339844,0
291,0.003991603851318359,0
292,0.0036535263061523438,0
293,0.002724170684814453,0
294,0.003786325454711914,0
295,0.0037305355072021484,0
296,0.021342754364013672,0
297,0.004422664642333984,0
298,0.004660606384277344,0
299,0.004431724548339844,0
300,0.008905172348022461,0.4737117290496826
301,0.004361867904663086,0.4737117290496826
302,0.004334449768066406,0.4737117290496826
303,0.005465507507324219,0.4737117290496826
304,0.007717609405517578,0.4737117290496826
305,0.003291606903076172,0.4737117290496826
306,0.011002302169799805,0.4737117290496826
307,0.024380922317504883,0.4737117290496826
308,0.008281946182250977,0.4737117290496826
309,0.003954887390136719,0.4737117290496826
310,0.0037660598754882812,0.4737117290496826
311,0.0038466453552246094,0.4737117290496826
312,0.0034296512603759766,0.4737117290496826
313,0.0025234222412109375,0.4737117290496826
314,0.0024950504302978516,0.4737117290496826
315,0.0024302005767822266,0.4737117290496826
316,0.002433300018310547,0.4737117290496826
317,0.003062725067138672,0.4737117290496826
318,0.0037441253662109375,0.4737117290496826
319,0.0040454864501953125,0.4737117290496826
320,0.002965211868286133,0.4737117290496826
321,0.0033559799194335938,0.4737117290496826
322,0.0029141902923583984,0.4737117290496826
323,0.0024504661560058594,0.4737117290496826
324,0.0022497177124023438,0.4737117290496826
325,0.0027675628662109375,0.4737117290496826
326,0.004998922348022461,0.4737117290496826
327,0.005347490310668945,0.4737117290496826
328,0.009099006652832031,0.4737117290496826
329,0.010375738143920898,0.4737117290496826
330,0.012288331985473633,0.4737117290496826
331,0.041007280349731445,0.4737117290496826
332,0.007926702499389648,0.46848416328430176
333,0.004484891891479492,0.46848416328430176
334,0.006037473678588867,0.46848416328430176
335,0.00687718391418457,0.46848416328430176
336,0.004884958267211914,0.46848416328430176
337,0.004819393157958984,0.46848416328430176
338,0.0069293975830078125,0.46848416328430176
339,0.0054590702056884766,0.46848416328430176
340,0.0058133602142333984,0.46848416328430176
341,0.003863096237182617,0.46848416328430176
342,0.003214597702026367,0.46848416328430176
343,0.002543210983276367,0.46848416328430176
344,0.006216526031494141,0.46848416328430176
345,0.004929304122924805,0.46848416328430176
346,0.003628253936767578,0.46848416328430176
347,0.00455021858215332,0.46848416328430176
348,0.00370025634765625,0.46848416328430176
349,0.0038597583770751953,0.46848416328430176
350,0.004637718200683594,0.46848416328430176
351,0.02328777313232422,0.46848416328430176
352,0.011366844177246094,0.46848416328430176
353,0.0031456947326660156,0.46848416328430176
354,0.0030298233032226562,0.46848416328430176
355,0.004275083541870117,0.46848416328430176
356,0.004706382751464844,0.46848416328430176
357,0.003301858901977539,0.46848416328430176
358,0.004983663558959961,0.46848416328430176
359,0.003337860107421875,0.46848416328430176
360,0.019049406051635742,0.46848416328430176
361,0.005257129669189453,0.46848416328430176
362,0.0066945552825927734,0.46848416328430176
363,0.0071103572845458984,0.46848416328430176
364,0.008967876434326172,0.46848416328430176
365,0.020660400390625,0.46848416328430176
366,0.012438774108886719,0.46848416328430176
367,0.004456996917724609,0.46848416328430176
368,0.007894754409790039,0.46848416328430176
369,0.008478879928588867,0.46848416328430176
370,0.006495952606201172,0.46848416328430176
371,0.005684614181518555,0.46848416328430176
372,0.004110813140869141,0.46848416328430176
373,0.0032949447631835938,0.46848416328430176
374,0.005354166030883789,0.46848416328430176
375,0.006323814392089844,0.46848416328430176
376,0.0039017200469970703,0.46848416328430176
377,0.003780841827392578,0.46848416328430176
378,0.0036916732788085938,0.46848416328430176
379,0.0027875900268554688,0.46848416328430176
380,0.0025899410247802734,0.46848416328430176
381,0.0029320716857910156,0.46848416328430176
382,0.0062372684478759766,0.46848416328430176
383,0.00899648666381836,0.46848416328430176
384,0.004422426223754883,0.46848416328430176
385,0.004458427429199219,0.46848416328430176
386,0.0033986568450927734,0.46848416328430176
387,0.002992868423461914,0.46848416328430176
388,0.014545917510986328,0.46848416328430176
389,0.017841100692749023,0.46848416328430176
390,0.006691932678222656,0.5523478984832764
391,0.004928112030029297,0.5523478984832764
392,0.0057065486907958984,0.5523478984832764
393,0.005507469177246094,0.5523478984832764
394,0.00667262077331543,0.5523478984832764
395,0.0038573741912841797,0.5523478984832764
396,0.0034804344177246094,0.5523478984832764
397,0.0041387081146240234,0.5523478984832764
398,0.003049135208129883,0.5523478984832764
399,0.009368658065795898,0.5523478984832764
400,0.01140904426574707,0.5523478984832764
401,0.008654356002807617,0.5523478984832764
402,0.007234096527099609,0.5523478984832764
403,0.011084556579589844,0.5523478984832764
404,0.009239435195922852,0.5523478984832764
405,0.0331423282623291,0.5523478984832764
406,0.012491703033447266,0.5523478984832764
407,0.008700132369995117,0.5523478984832764
408,0.008328914642333984,0.5523478984832764
409,0.0045855045318603516,0.5523478984832764
410,0.005187511444091797,0.5523478984832764
411,0.0036683082580566406,0.5523478984832764
412,0.004450321197509766,0.5523478984832764
413,0.0028047561645507812,0.5523478984832764
414,0.004479646682739258,0.5523478984832764
415,0.01260519027709961,0.5523478984832764
416,0.010401010513305664,0.5523478984832764
417,0.006226778030395508,0.5523478984832764
418,0.007941484451293945,0.5523478984832764
419,0.007979869842529297,0.5523478984832764
420,0.013375043869018555,0.5523478984832764
421,0.0041484832763671875,0.5523478984832764
422,0.005824565887451172,0.5523478984832764
423,0.00643610954284668,0.5523478984832764
424,0.0037217140197753906,0.5523478984832764
425,0.00587153434753418,0.5523478984832764
426,0.003869771957397461,0.5523478984832764
427,0.004289150238037109,0.5523478984832764
428,0.0034151077270507812,0.5523478984832764
429,0.005100727081298828,0.5523478984832764
430,0.005225181579589844,0.5523478984832764
431,0.003970623016357422,0.5523478984832764
432,0.004992961883544922,0.5523478984832764
433,0.0033719539642333984,0.5523478984832764
434,0.0035600662231445312,0.5523478984832764
435,0.0030629634857177734,0.5523478984832764
436,0.004024028778076172,0.5523478984832764
437,0.003476381301879883,0.5523478984832764
438,0.006602287292480469,0.5523478984832764
439,0.0069010257720947266,0.5523478984832764
440,0.008615970611572266,0.5523478984832764
441,0.010335683822631836,0.5523478984832764
442,0.005851030349731445,0.5523478984832764
443,0.009443521499633789,0.5523478984832764
444,0.02182459831237793,0.5523478984832764
445,0.010377883911132812,0.5523478984832764
446,0.0038683414459228516,0.6490416526794434
447,0.003404378890991211,0.6490416526794434
448,0.006970882415771484,0.6490416526794434
449,0.006868600845336914,0.6490416526794434
450,0.007360219955444336,0.6490416526794434
451,0.0047032833099365234,0.6490416526794434
452,0.0034880638122558594,0.6490416526794434
453,0.004814624786376953,0.6490416526794434
454,0.004698038101196289,0.6490416526794434
455,0.009403705596923828,0.6490416526794434
456,0.007570743560791016,0.6490416526794434
457,0.009292840957641602,0.6490416526794434
458,0.007393598556518555,0.6490416526794434
459,0.007714748382568359,0.6490416526794434
460,0.040369510650634766,0.6490416526794434
461,0.010541439056396484,0.6490416526794434
462,0.004200458526611328,0.6490416526794434
463,0.0053250789642333984,0.6490416526794434
464,0.006625652313232422,0.6490416526794434
465,0.0069122314453125,0.6490416526794434
466,0.0036363601684570312,0.6490416526794434
467,0.004815101623535156,0.6490416526794434
468,0.0037512779235839844,0.6490416526794434
469,0.003625154495239258,0.6490416526794434
470,0.008080005645751953,0.6490416526794434
471,0.010560274124145508,0.6490416526794434
472,0.006807804107666016,0.6490416526794434
473,0.010092496871948242,0.6490416526794434
474,0.007428646087646484,0.6490416526794434
475,0.03823256492614746,0.6490416526794434
476,0.010299205780029297,0.6490416526794434
477,0.006146669387817383,0.6490416526794434
478,0.006792783737182617,0.6490416526794434
479,0.00830388069152832,0.6490416526794434
480,0.01407933235168457,0.5264129638671875
481,0.006112337112426758,0.5264129638671875
482,0.0050547122955322266,0.5264129638671875
483,0.004994630813598633,0.5264129638671875
484,0.003835439682006836,0.5264129638671875
485,0.009310007095336914,0.5264129638671875
486,0.0062408447265625,0.5264129638671875
487,0.007074594497680664,0.5264129638671875
488,0.0073697566986083984,0.5264129638671875
489,0.008428573608398438,0.5264129638671875
490,0.02309894561767578,0.5264129638671875
491,0.010050773620605469,0.5264129638671875
492,0.010593414306640625,0.5264129638671875
493,0.006886720657348633,0.5264129638671875
494,0.008488893508911133,0.5264129638671875
495,0.005843639373779297,0.5264129638671875
496,0.0041577816009521484,0.5264129638671875
497,0.002788066864013672,0.5264129638671875
498,0.00468754768371582,0.5264129638671875
499,0.0038726329803466797,0.5264129638671875
500,0.00600886344909668,0.5264129638671875
501,0.003576993942260742,0.5264129638671875
502,0.005961418151855469,0.5264129638671875
503,0.005938053131103516,0.5264129638671875
504,0.0046138763427734375,0.5264129638671875
505,0.003408670425415039,0.5264129638671875
506,0.0038628578186035156,0.5264129638671875
507,0.0033218860626220703,0.5264129638671875
508,0.004203081130981445,0.5264129638671875
509,0.0066280364990234375,0.5264129638671875
510,0.018121957778930664,0.5264129638671875
511,0.00897073745727539,0.5264129638671875
512,0.013634443283081055,0.5264129638671875
513,0.014049768447875977,0.5264129638671875
514,0.008074283599853516,0.6146104335784912
515,0.0030210018157958984,0.6146104335784912
516,0.0038232803344726562,0.6146104335784912
517,0.004813671112060547,0.6146104335784912
518,0.006768226623535156,0.6146104335784912
519,0.0051343441009521484,0.6146104335784912
520,0.006197452545166016,0.6146104335784912
521,0.004258155822753906,0.6146104335784912
522,0.0030815601348876953,0.6146104335784912
523,0.0040891170501708984,0.6146104335784912
524,0.003253459930419922,0.6146104335784912
525,0.006951808929443359,0.6146104335784912
526,0.0070760250091552734,0.6146104335784912
527,0.004834175109863281,0.6146104335784912
528,0.008611679077148438,0.6146104335784912
529,0.010233402252197266,0.6146104335784912
530,0.009704828262329102,0.6146104335784912
531,0.014486551284790039,0.6146104335784912
532,0.0049703121185302734,0.6146104335784912
533,0.009672164916992188,0.6146104335784912
534,0.0049896240234375,0.6146104335784912
535,0.005866289138793945,0.6146104335784912
536,0.0058591365814208984,0.6146104335784912
537,0.005214691162109375,0.6146104335784912
538,0.0032682418823242188,0.6146104335784912
539,0.0030188560485839844,0.6146104335784912
540,0.019813060760498047,0.6146104335784912
541,0.010971307754516602,0.6146104335784912
542,0.00773930549621582,0.6146104335784912
543,0.007975578308105469,0.6146104335784912
544,0.015164852142333984,0.6146104335784912
545,0.017758607864379883,0.6146104335784912
546,0.004792928695678711,0.6146104335784912
547,0.005656719207763672,0.6146104335784912
548,0.006046295166015625,0.6146104335784912
549,0.004866361618041992,0.6146104335784912
550,0.00478672981262207,0.6146104335784912
551,0.004982709884643555,0.6146104335784912
552,0.0032448768615722656,0.6146104335784912
553,0.00503849983215332,0.6146104335784912
554,0.0038628578186035156,0.6146104335784912
555,0.0038805007934570312,0.6146104335784912
556,0.004928112030029297,0.6146104335784912
557,0.0036733150482177734,0.6146104335784912
558,0.005388021469116211,0.6146104335784912
559,0.004767179489135742,0.6146104335784912
560,0.003284931182861328,0.6146104335784912
561,0.005027055740356445,0.6146104335784912
562,0.004915714263916016,0.6146104335784912
563,0.008111000061035156,0.6146104335784912
564,0.005501985549926758,0.6146104335784912
565,0.005674123764038086,0.6146104335784912
566,0.008605241775512695,0.6146104335784912
567,0.009839296340942383,0.6146104335784912
568,0.006844282150268555,0.6146104335784912
569,0.04016709327697754,0.6146104335784912
570,0.009754657745361328,0.6342370510101318
571,0.006338357925415039,0.6342370510101318
572,0.006547451019287109,0.6342370510101318
573,0.0033898353576660156,0.6342370510101318
574,0.0039768218994140625,0.6342370510101318
575,0.0039806365966796875,0.6342370510101318
576,0.004075765609741211,0.6342370510101318
577,0.004358053207397461,0.6342370510101318
578,0.004951000213623047,0.6342370510101318
579,0.00431513786315918,0.6342370510101318
580,0.0055544376373291016,0.6342370510101318
581,0.008203983306884766,0.6342370510101318
582,0.005258321762084961,0.6342370510101318
583,0.010883808135986328,0.6342370510101318
584,0.004187345504760742,0.6342370510101318
585,0.005479097366333008,0.6342370510101318
586,0.007657766342163086,0.6342370510101318
587,0.03475022315979004,0.6342370510101318
588,0.010683774948120117,0.6342370510101318
589,0.00449061393737793,0.6342370510101318
590,0.007536888122558594,0.6342370510101318
591,0.006354808807373047,0.6342370510101318
592,0.005722522735595703,0.6342370510101318
593,0.005666017532348633,0.6342370510101318
594,0.002959012985229492,0.6342370510101318
595,0.003583192825317383,0.6342370510101318
596,0.0025246143341064453,0.6342370510101318
597,0.002537250518798828,0.6342370510101318
598,0.002709627151489258,0.6342370510101318
599,0.002549886703491211,0.6342370510101318
600,0.014021635055541992,0.6342370510101318
601,0.005201816558837891,0.6342370510101318
602,0.008831024169921875,0.6342370510101318
603,0.011444807052612305,0.6342370510101318
604,0.016899585723876953,0.6342370510101318
605,0.02229166030883789,0.6342370510101318
606,0.004767417907714844,0.6342370510101318
607,0.004101276397705078,0.6342370510101318
608,0.004242420196533203,0.6342370510101318
609,0.0025413036346435547,0.6342370510101318
610,0.004990816116333008,0.6342370510101318
611,0.005064487457275391,0.6342370510101318
612,0.0057184696197509766,0.6342370510101318
613,0.003579854965209961,0.6342370510101318
614,0.0029680728912353516,0.6342370510101318
615,0.004012107849121094,0.6342370510101318
616,0.006005525588989258,0.6342370510101318
617,0.0033414363861083984,0.6342370510101318
618,0.0052890777587890625,0.6342370510101318
619,0.004671573638916016,0.6342370510101318
620,0.0031290054321289062,0.6342370510101318
621,0.0049800872802734375,0.6342370510101318
622,0.008770465850830078,0.6342370510101318
623,0.009013891220092773,0.6342370510101318
624,0.003670215606689453,0.6342370510101318
625,0.011785030364990234,0.6342370510101318
626,0.008369207382202148,0.6342370510101318
627,0.016047954559326172,0.6342370510101318
628,0.009377479553222656,0.6034090518951416
629,0.002497434616088867,0.6034090518951416
630,0.026776552200317383,0.4999830722808838
631,0.035748958587646484,0.4999830722808838
632,0.01172637939453125,0.4999830722808838
633,0.004057407379150391,0.4999830722808838
634,0.0061872005462646484,0.4999830722808838
635,0.006403446197509766,0.4999830722808838
636,0.006262540817260742,0.4999830722808838
637,0.00365447998046875,0.4999830722808838
638,0.005166292190551758,0.4999830722808838
639,0.002938985824584961,0.4999830722808838
640,0.005141735076904297,0.4999830722808838
641,0.009404420852661133,0.4999830722808838
642,0.009963512420654297,0.4999830722808838
643,0.00695347785949707,0.4999830722808838
644,0.011198043823242188,0.4999830722808838
645,0.010318517684936523,0.4999830722808838
646,0.031017303466796875,0.4999830722808838
647,0.006186723709106445,0.4999830722808838
648,0.006547451019287109,0.4999830722808838
649,0.0049784183502197266,0.4999830722808838
650,0.005552768707275391,0.4999830722808838
651,0.008110284805297852,0.4999830722808838
652,0.003960847854614258,0.4999830722808838
653,0.0046520233154296875,0.4999830722808838
654,0.003934383392333984,0.4999830722808838
655,0.0048198699951171875,0.4999830722808838
656,0.0032961368560791016,0.4999830722808838
657,0.004244089126586914,0.4999830722808838
658,0.0050923824310302734,0.4999830722808838
659,0.004609823226928711,0.4999830722808838
660,0.008402109146118164,0.4999830722808838
661,0.0032720565795898438,0.4999830722808838
662,0.005213022232055664,0.4999830722808838
663,0.0034983158111572266,0.4999830722808838
664,0.012611150741577148,0.4999830722808838
665,0.008788347244262695,0.4999830722808838
666,0.007012128829956055,0.4999830722808838
667,0.00844430923461914,0.4999830722808838
668,0.010720252990722656,0.4999830722808838
669,0.0327606201171875,0.4999830722808838
670,0.009331464767456055,0.4999830722808838
671,0.0047321319580078125,0.589390754699707
672,0.0044748783111572266,0.589390754699707
673,0.005950212478637695,0.589390754699707
674,0.0062639713287353516,0.589390754699707
675,0.0040018558502197266,0.589390754699707
676,0.003917217254638672,0.589390754699707
677,0.002359151840209961,0.589390754699707
678,0.002490997314453125,0.589390754699707
679,0.0023436546325683594,0.589390754699707
680,0.0023620128631591797,0.589390754699707
681,0.002444744110107422,0.589390754699707
682,0.008110761642456055,0.589390754699707
683,0.006301164627075195,0.589390754699707
684,0.006765842437744141,0.589390754699707
685,0.008613109588623047,0.589390754699707
686,0.006590604782104492,0.589390754699707
687,0.013437986373901367,0.589390754699707
688,0.012960672378540039,0.589390754699707
689,0.004388093948364258,0.589390754699707
690,0.005978584289550781,0.589390754699707
691,0.003314495086669922,0.589390754699707
692,0.007787227630615234,0.589390754699707
693,0.009265899658203125,0.589390754699707
694,0.004237651824951172,0.589390754699707
695,0.005078554153442383,0.589390754699707
696,0.010707855224609375,0.589390754699707
697,0.008347034454345703,0.589390754699707
698,0.003863096237182617,0.589390754699707
699,0.00385284423828125,0.589390754699707
700,0.004078865051269531,0.589390754699707
701,0.004834175109863281,0.589390754699707
702,0.007359981536865234,0.589390754699707
703,0.03816580772399902,0.589390754699707
704,0.005228281021118164,0.589390754699707
705,0.004720211029052734,0.589390754699707
706,0.0060460567474365234,0.589390754699707
707,0.004918813705444336,0.589390754699707
708,0.0033690929412841797,0.589390754699707
709,0.004651308059692383,0.589390754699707
710,0.005033016204833984,0.589390754699707
711,0.0039806365966796875,0.589390754699707
712,0.0033032894134521484,0.589390754699707
713,0.00513458251953125,0.589390754699707
714,0.004140615463256836,0.589390754699707
715,0.0038225650787353516,0.589390754699707
716,0.0049707889556884766,0.589390754699707
717,0.0041425228118896484,0.589390754699707
718,0.0032358169555664062,0.589390754699707
719,0.00327301025390625,0.589390754699707
720,0.007693290710449219,0.589390754699707
721,0.008558988571166992,0.589390754699707
722,0.008427143096923828,0.589390754699707
723,0.0058634281158447266,0.589390754699707
724,0.00809025764465332,0.589390754699707
725,0.006255626678466797,0.589390754699707
726,0.008625268936157227,0.589390754699707
727,0.0313720703125,0.589390754699707
728,0.008488893508911133,0.589390754699707
729,0.004374980926513672,0.5992510318756104
730,0.005286216735839844,0.5992510318756104
731,0.006411552429199219,0.5992510318756104
732,0.0058879852294921875,0.5992510318756104
733,0.006703853607177734,0.5992510318756104
734,0.004832744598388672,0.5992510318756104
735,0.005151987075805664,0.5992510318756104
736,0.003424406051635742,0.5992510318756104
737,0.0038216114044189453,0.5992510318756104
738,0.006179332733154297,0.5992510318756104
739,0.00438690185546875,0.5992510318756104
740,0.006762266159057617,0.5992510318756104
741,0.00777888298034668,0.5992510318756104
742,0.005400657653808594,0.5992510318756104
743,0.0062847137451171875,0.5992510318756104
744,0.03475379943847656,0.5992510318756104
745,0.004483938217163086,0.5992510318756104
746,0.003229379653930664,0.5992510318756104
747,0.0029053688049316406,0.5992510318756104
748,0.0034818649291992188,0.5992510318756104
749,0.0037517547607421875,0.5992510318756104
750,0.02692699432373047,0.4449319839477539
751,0.009096860885620117,0.4449319839477539
752,0.0061414241790771484,0.4449319839477539
753,0.004851579666137695,0.4449319839477539
754,0.0037813186645507812,0.4449319839477539
755,0.0051076412200927734,0.4449319839477539
756,0.0025861263275146484,0.4449319839477539
757,0.00258636474609375,0.4449319839477539
758,0.003114461898803711,0.4449319839477539
759,0.0030755996704101562,0.4449319839477539
760,0.010677099227905273,0.4449319839477539
761,0.010283708572387695,0.4449319839477539
762,0.006343841552734375,0.4449319839477539
763,0.012328863143920898,0.4449319839477539
764,0.02054619789123535,0.4449319839477539
765,0.015119791030883789,0.4449319839477539
766,0.005192279815673828,0.4449319839477539
767,0.006051063537597656,0.4449319839477539
768,0.007965564727783203,0.4449319839477539
769,0.008274078369140625,0.4449319839477539
770,0.005522012710571289,0.4449319839477539
771,0.004807949066162109,0.4449319839477539
772,0.006102800369262695,0.4449319839477539
773,0.005430698394775391,0.4449319839477539
774,0.0035376548767089844,0.4449319839477539
775,0.003929853439331055,0.4449319839477539
776,0.0050601959228515625,0.4449319839477539
777,0.003573894500732422,0.4449319839477539
778,0.004774332046508789,0.4449319839477539
779,0.007822990417480469,0.4449319839477539
780,0.015546083450317383,0.4449319839477539
781,0.00610041618347168,0.4449319839477539
782,0.008088827133178711,0.4449319839477539
783,0.009059667587280273,0.4449319839477539
784,0.025196552276611328,0.4449319839477539
785,0.008940935134887695,0.4449319839477539
786,0.005464315414428711,0.4449319839477539
787,0.0068454742431640625,0.4449319839477539
788,0.005845546722412109,0.4449319839477539
789,0.005992412567138672,0.4449319839477539
790,0.0036475658416748047,0.4449319839477539
791,0.003114461898803711,0.4449319839477539
